barley,cassava,groundnut,maize,millet,oilpalm,potato,rapeseed,rice,rye,sorghum,soybean,sugarbeet,sugarcane,sunflower,wheat
1.75,0.062,2.3,2,1.75,0.14,0.96,1.5,1.757,1.75,1.25,3.5,0.04,0.3,2,1.75
