crop,fertiliser
barley,4.08693798828125
cassava,0.16019839477539063
groundnut,2.9393701171875
maize,6.9436279296875
millet,7.87341796875
oilpalm,0.5343023071289063
potato,0.2669327697753906
rapeseed,5.59215234375
rice,13.3035283203125
rye,1.3081741943359375
sorghum,4.82997802734375
soybean,5.31179638671875
sugarbeet,0.10734451293945313
sugarcane,0.1367102355957031
sunflower,2.82191552734375
wheat,14.718837890625
