barley,cassava,groundnut,maize,millet,oilpalm,potato,rapeseed,rice,rye,sorghum,soybean,sugarbeet,sugarcane,sunflower,wheat
5.9085,9.3184,7.2048,6.4032,6.517,2.2572,7.832,8.82,5.394,6.072,6.789,6.675,9.4,2.144,4.6996,6.188
