barley,cassava,groundnut,maize,millet,oilpalm,potato,rapeseed,rice,rye,sorghum,soybean,sugarbeet,sugarcane,sunflower,wheat
12.4,12.4,20,13.6,13.3,19.2,11.9,12,13.4,13,13.5,15.3,12.5,9.5,9.1,13.1
