"region","group","ADM0_A3","tcost","tcost_value"
"SAS","India","IND",0.00571025981540769,0.0321348924320051
"SAS","India","KAS",0.00571025981540769,0.0321348924320051
"SAS","India",NA,0.00571025981540769,0.031286074433213
"SAS","India",NA,0.00571025981540769,0.0252853861147439
"SAS","India",NA,0.00571025981540769,0.0228342596348552
"SAS","India",NA,0.00571025981540769,0.034172240190592
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0312832513177648
"SAS","India",NA,0.00571025981540769,0.0321348924320051
"SAS","India",NA,0.00571025981540769,0.0275127438216318
"SAS","Rest of South Asia","AFG",0.00773999830849031,0.024794623676635
"SAS","Rest of South Asia","BGD",0.00419132792045044,0.024794623676635
"SAS","Rest of South Asia","BTN",0.00528865326276568,0.024794623676635
"SAS","Rest of South Asia","LKA",0.00550918478114518,0.0220328998465266
"SAS","Rest of South Asia","MDV",0.00625063694742383,0.024794623676635
"SAS","Rest of South Asia","NPL",0.0033479060221523,0.027668675844006
"SAS","Rest of South Asia","PAK",0.00469286559693203,0.0250041748791296
"SEA","Continental SEA","KHM",0.00872939864064773,0.0282033477641466
"SEA","Continental SEA","LAO",0.00287511383547387,0.0282033477641466
"SEA","Continental SEA","MNG",0.000595351096513138,0.0254772482240718
"SEA","Continental SEA","PRK",0.00356395946296083,0.0282033477641466
"SEA","Continental SEA","TLS",0.00386264545951068,0.0282033477641466
"SEA","Continental SEA","VNM",0.00354940426195782,0.0312211435909252
"SEA","Insular SEA","BRN",0.00468511548537284,0.0284581615610543
"SEA","Insular SEA","IDN",0.00579273281670406,0.037522222033573
"SEA","Insular SEA","MMR",0.00604237796060722,0.0283585106603744
"SEA","Insular SEA","MYS",0.00638302835136207,0.0254553712610674
"SEA","Insular SEA","PHL",0.00471905274649401,0.0284581615610543
"SEA","Insular SEA","SGP",0.00299810170325413,0.0263613495998179
"SEA","Insular SEA","THA",0.00282367623247459,0.0261405763687765
"SSA","Congo basin","CAF",0.00669510894730488,0.0211915899985875
"SSA","Congo basin","CMR",0.00354395798046013,0.0211915899985875
"SSA","Congo basin","COD",0.00822805418967862,0.0211915899985875
"SSA","Congo basin","COG",0.00520638656036486,0.0211915899985875
"SSA","Congo basin","GAB",0.00642585107535972,0.0211915899985875
"SSA","Congo basin","GNQ",0.00845574769899009,0.0211915899985875
"SSA","East Africa","BDI",0.0030908856878593,0.0291706772239773
"SSA","East Africa","ETH",0.00604775194737299,0.0231704420131432
"SSA","East Africa","KEN",0.00173439629862761,0.0275217003044349
"SSA","East Africa","RWA",0.00129724936167231,0.0291706772239773
"SSA","East Africa","TZA",0.00348974596664835,0.03081269061979
"SSA","East Africa","UGA",0.00288528486497526,0.0368507934885268
"SSA","Rest of South Africa","AGO",0.0093168409288888,0.0312848629484082
"SSA","Rest of South Africa","BWA",0.00391254737989483,0.0366004419140936
"SSA","Rest of South Africa","COM",0.00397325073583276,0.0337285999094378
"SSA","Rest of South Africa","LSO",0.00397325073583276,0.0337285999094378
"SSA","Rest of South Africa","MDG",0.00441468139253541,0.0335727370141881
"SSA","Rest of South Africa","MOZ",0.00739051710996652,0.0337285999094378
"SSA","Rest of South Africa","MUS",0.00100591104154119,0.0311946917279795
"SSA","Rest of South Africa","MWI",0.00306659972929099,0.0337285999094378
"SSA","Rest of South Africa","NAM",0.00300380520581124,0.0352412616907654
"SSA","Rest of South Africa","SWZ",0.00405993400041639,0.0346272285315046
"SSA","Rest of South Africa","SYC",0.00397325073583276,0.0337285999094378
"SSA","Rest of South Africa","ZMB",0.000873991724209929,0.0285481876061344
"SSA","Rest of South Africa","ZWE",0.00268767884577232,0.0400913567824432
"SSA","South Africa","ZAF",0.00254125049686102,0.03187641794978
"SSA","West Africa","BEN",0.00619037870158479,0.0279562138244037
"SSA","West Africa","BFA",0.00640583672369664,0.0279562138244037
"SSA","West Africa","CIV",0.00917613348521282,0.0224093291321947
"SSA","West Africa","CPV",0.00909213631193529,0.0279562138244037
"SSA","West Africa","DJI",0.0028331809665135,0.0400335381619086
"SSA","West Africa","ERI",0.0102947395197782,0.0279562138244037
"SSA","West Africa","GHA",0.00833190532118402,0.0195919962247416
"SSA","West Africa","GIN",0.00953944408961587,0.0279562138244037
"SSA","West Africa","GMB",0.00388507673808204,0.0279562138244037
"SSA","West Africa","GNB",0.00909213631193529,0.0279562138244037
"SSA","West Africa","LBR",0.00909213631193529,0.0279562138244037
"SSA","West Africa","MLI",0.0107440980058778,0.0212499253250555
"SSA","West Africa","MRT",0.0228040496107795,0.0279562138244037
"SSA","West Africa","NER",0.00783587375669461,0.0341416298976937
"SSA","West Africa","NGA",0.00858207416021384,0.0671644204953918
"SSA","West Africa","SDN",0.00909213631193529,0.028869619237301
"SSA","West Africa","SDS",0.00909213631193529,0.0279562138244037
"SSA","West Africa","SEN",0.0140931724553047,0.0278593544500988
"SSA","West Africa","SLE",0.0115601043765357,0.0279562138244037
"SSA","West Africa","SOL",0.00909213631193529,0.0279562138244037
"SSA","West Africa","SOM",0.00355873431963216,0.0216062945980251
"SSA","West Africa","STP",0.0119480116504645,0.0279562138244037
"SSA","West Africa","TCD",0.008206323955483,0.0279562138244037
"SSA","West Africa","TGO",0.00766931577818142,0.0195919962247416
