"region","group","ADM0_A3","tcost","tcost_value"
"EAS","China","CHN",0.00358208198257474,0.0459398130032438
"EAS","China","HKG",0.00416947627237569,0.0313984830550469
"EAS","China","MAC",0.00354805909857613,0.0194671758342753
"EAS","China","TWN",0.00289261904077797,0.0303948693148221
"EAS","Japan","JPN",0.00180144179073239,0.0406990319101103
"EAS","South Korea","KOR",0.00246792421461257,0.0372481672079261
"EUR","Balkans","ALB",0.0127939404489555,0.0213612052169942
"EUR","Balkans","BIH",0.0050661251618063,0.0326276257863457
"EUR","Balkans","HRV",0.00131792317575215,0.0238270053382892
"EUR","Balkans","KOS",0.00723124052369834,0.0258403425672224
"EUR","Balkans","MKD",0.00974697330827947,0.020754156625734
"EUR","Balkans","MNE",0.00723124052369834,0.0310407167367688
"EUR","Balkans","SRB",0.00723124052369834,0.0278273649265869
"EUR","Baltic","EST",0.373060303745065,0.0244710703998549
"EUR","Baltic","LTU",0.0334146408310027,0.0275924037070148
"EUR","Baltic","LVA",0.0678038834546028,0.0236430750973971
"EUR","East Europe","BGR",0.0044142392313474,0.0257071920016582
"EUR","East Europe","CZE",0.0199073049004101,0.0243927607766657
"EUR","East Europe","HUN",0.00329505991530048,0.0257219380296951
"EUR","East Europe","POL",0.0228589190575737,0.0347493751789396
"EUR","East Europe","ROU",0.0219410947254754,0.0269880197508309
"EUR","East Europe","SVK",0.000687074363202226,0.0251610861806438
"EUR","East Europe","SVN",0.00450674746251443,0.024175394424499
"EUR","Former USSR","ARM",0.00678847471250656,0.031286074433213
"EUR","Former USSR","AZE",0.00771589478906588,0.031286074433213
"EUR","Former USSR","BLR",0.0161514025061369,0.0426000692492686
"EUR","Former USSR","GEO",0.00135830375613451,0.0310202442430384
"EUR","Former USSR","KAB",0.0079086765403413,0.031286074433213
"EUR","Former USSR","KAZ",0.0079086765403413,0.0288971775762849
"EUR","Former USSR","KGZ",0.0079086765403413,0.0317778393888996
"EUR","Former USSR","MDA",0.00839112565025622,0.0242934223021468
"EUR","Former USSR","RUS",0.0082815895070974,0.028079571627436
"EUR","Former USSR","TJK",0.0079086765403413,0.031286074433213
"EUR","Former USSR","TKM",0.00720141451907557,0.031286074433213
"EUR","Former USSR","UKR",0.0120371690028492,0.0322914699180307
"EUR","Former USSR","UZB",0.00325271441994939,0.0343404744140327
"EUR","Former USSR",NA,0.0079086765403413,0.031286074433213
"EUR","Former USSR",NA,0.0079086765403413,0.0252853861147439
"EUR","Former USSR",NA,0.0079086765403413,0.0228342596348552
"EUR","Former USSR",NA,0.0079086765403413,0.034172240190592
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0312832513177648
"EUR","Former USSR",NA,0.0079086765403413,0.0321348924320051
"EUR","Former USSR",NA,0.0079086765403413,0.0275127438216318
"EUR","North Europe","AIA",0.0231291737172609,0.032695115663014
"EUR","North Europe","ALD",0.0231291737172609,0.032695115663014
"EUR","North Europe","BMU",0.0231291737172609,0.032695115663014
"EUR","North Europe","CYM",0.0231291737172609,0.032695115663014
"EUR","North Europe","DNK",0.00961613968828529,0.0292176409638739
"EUR","North Europe","ESB",0.0231291737172609,0.032695115663014
"EUR","North Europe","FIN",0.0365150438891659,0.028775695431128
"EUR","North Europe","FLK",0.0231291737172609,0.0499425184347826
"EUR","North Europe","FRO",0.0892367613146026,0.032695115663014
"EUR","North Europe","GBR",0.0122377400303441,0.0330862861486594
"EUR","North Europe","GGY",0.0231291737172609,0.032695115663014
"EUR","North Europe","GIB",0.0231291737172609,0.032695115663014
"EUR","North Europe","GRL",0.0085752452762081,0.032695115663014
"EUR","North Europe","IMN",0.0231291737172609,0.032695115663014
"EUR","North Europe","IOT",0.0231291737172609,0.032695115663014
"EUR","North Europe","IRL",0.00834465348809441,0.0316183162811485
"EUR","North Europe","JEY",0.0231291737172609,0.032695115663014
"EUR","North Europe","MSR",0.0231291737172609,0.032695115663014
"EUR","North Europe","PCN",0.0231291737172609,0.032695115663014
"EUR","North Europe","SGS",0.0231291737172609,0.032695115663014
"EUR","North Europe","SHN",0.0231291737172609,0.032695115663014
"EUR","North Europe","SWE",0.01698766666941,0.027807957612875
"EUR","North Europe","TCA",0.00352013938197702,0.032695115663014
"EUR","North Europe","VGB",0.0231291737172609,0.032695115663014
"EUR","North Europe","WSB",0.0231291737172609,0.032695115663014
"EUR","Rest of Europe","CHE",0.00495252202425145,0.0242852614231325
"EUR","Rest of Europe","ISL",0.0302106756462714,0.0216142154088999
"EUR","Rest of Europe","NOR",0.03967954359006,0.0307982834172346
"EUR","Rest of Europe",NA,0.0249475804201943,0.031286074433213
"EUR","Rest of Europe",NA,0.0249475804201943,0.0252853861147439
"EUR","Rest of Europe",NA,0.0249475804201943,0.0228342596348552
"EUR","Rest of Europe",NA,0.0249475804201943,0.034172240190592
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0312832513177648
"EUR","Rest of Europe",NA,0.0249475804201943,0.0321348924320051
"EUR","Rest of Europe",NA,0.0249475804201943,0.0275127438216318
"EUR","South Europe","AND",0.0127973204936731,0.027126383360945
"EUR","South Europe","CNM",0.0143738726376776,0.027126383360945
"EUR","South Europe","CYN",0.0143738726376776,0.027126383360945
"EUR","South Europe","CYP",0.014665244009553,0.0265421756977042
"EUR","South Europe","ESP",0.022863442321272,0.0295167146144327
"EUR","South Europe","GRC",0.0103884344534942,0.0273964175408404
"EUR","South Europe","ITA",0.00795246404460571,0.0278034234648355
"EUR","South Europe","MLT",0.0206726858470015,0.0237247453906552
"EUR","South Europe","PRT",0.0112775172941435,0.0281418875462347
"EUR","South Europe","SMR",0.0143738726376776,0.027126383360945
"EUR","South Europe","VAT",0.0143738726376776,0.027126383360945
"EUR","West Europe","ABW",0.00501312970111911,0.0286519073804883
"EUR","West Europe","ATF",0.00501312970111911,0.0286519073804883
"EUR","West Europe","AUT",0.00511083689383639,0.0273143090201008
"EUR","West Europe","BEL",0.00582845115667604,0.0317591299749432
"EUR","West Europe","BLM",0.00501312970111911,0.0286519073804883
"EUR","West Europe","CLP",0.00501312970111911,0.0286519073804883
"EUR","West Europe","CUW",0.00501312970111911,0.0286519073804883
"EUR","West Europe","DEU",0.00644322378498283,0.0337147450541869
"EUR","West Europe","FRA",0.0068966717941638,0.028812534410043
"EUR","West Europe","LIE",0.00501312970111911,0.0286519073804883
"EUR","West Europe","LUX",0.00501312970111911,0.0228709053335488
"EUR","West Europe","MAF",0.00501312970111911,0.0286519073804883
"EUR","West Europe","MCO",0.00501312970111911,0.0286519073804883
"EUR","West Europe","NCL",0.00232276897912665,0.0286519073804883
"EUR","West Europe","NLD",0.00577906027168476,0.0331671737312775
"EUR","West Europe","PYF",0.00514436966405989,0.0286519073804883
"EUR","West Europe","SPM",0.00483390306964069,0.0247983503719894
"EUR","West Europe","SXM",0.00501312970111911,0.0286519073804883
"EUR","West Europe","WLF",0.00275888169590092,0.0286519073804883
"LAM","Brazil","BRA",0.00512054510846972,0.0420912692735167
"LAM","Mexico","MEX",0.00398751923207573,0.0394131664509107
"LAM","Rest of Centr. America","ATG",0.0114127105602726,0.0262287530432811
"LAM","Rest of Centr. America","BHS",0.00248977684910346,0.0310257875431434
"LAM","Rest of Centr. America","BLZ",0.0124145902263847,0.0747293306755111
"LAM","Rest of Centr. America","BRB",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","CRI",0.0089773972322009,0.0263576510366538
"LAM","Rest of Centr. America","CUB",0.0048562182648462,0.0312832513177648
"LAM","Rest of Centr. America","DMA",0.00731887937916333,0.0312832513177648
"LAM","Rest of Centr. America","DOM",0.00485382735768058,0.0257455676476277
"LAM","Rest of Centr. America","GRD",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","GTM",0.00386861326362941,0.0212967091848305
"LAM","Rest of Centr. America","HND",0.010331719572384,0.0397607195086861
"LAM","Rest of Centr. America","HTI",0.00864167925203214,0.0312832513177648
"LAM","Rest of Centr. America","JAM",0.00508786474972313,0.0312832513177648
"LAM","Rest of Centr. America","KNA",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","LCA",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","NIC",0.00763747678154353,0.0336423567068729
"LAM","Rest of Centr. America","PAN",0.0209786358148565,0.0322233579787411
"LAM","Rest of Centr. America","SLV",0.00324937474951428,0.0236970436002445
"LAM","Rest of Centr. America","TTO",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","USG",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America","VCT",0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.031286074433213
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0252853861147439
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0228342596348552
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.034172240190592
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0312832513177648
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0321348924320051
"LAM","Rest of Centr. America",NA,0.00800848314666677,0.0275127438216318
"LAM","Rest of South America","ARG",0.00436979653955752,0.0471171140593088
"LAM","Rest of South America","BOL",0.00265005706522969,0.0450681385255828
"LAM","Rest of South America","CHL",0.00733368887407551,0.0432060588857884
"LAM","Rest of South America","COL",0.00318517590556592,0.0462315968955417
"LAM","Rest of South America","ECU",0.00162453609141955,0.0632750351090012
"LAM","Rest of South America","GUY",0.0109039080421786,0.0424094206267498
"LAM","Rest of South America","PER",0.00653113445738556,0.0424094206267498
"LAM","Rest of South America","PRY",0.0044516189219348,0.0444753289908329
"LAM","Rest of South America","SUR",0.00495289601346269,0.0199507028156441
"LAM","Rest of South America","URY",0.00464146016980791,0.0439397014111094
"LAM","Rest of South America","VEN",0.00383758406747181,0.0424094206267498
"MNA","Mid. east, North Africa","ARE",0.00531967751244711,0.0294961033690499
"MNA","Mid. east, North Africa","BHR",0.00335103876260322,0.0275127438216318
"MNA","Mid. east, North Africa","DZA",0.025246041155859,0.0208205864633538
"MNA","Mid. east, North Africa","EGY",0.0129768171536245,0.0281260849706942
"MNA","Mid. east, North Africa","IRN",0.00193049829256232,0.0353312551198149
"MNA","Mid. east, North Africa","IRQ",0.0124439692001229,0.0275127438216318
"MNA","Mid. east, North Africa","ISR",0.00369719204879029,0.0420845295466619
"MNA","Mid. east, North Africa","JOR",0.00669116638694244,0.0260250581982465
"MNA","Mid. east, North Africa","KWT",0.0124439692001229,0.0253507198372716
"MNA","Mid. east, North Africa","LBN",0.00454470733472939,0.0321005017473177
"MNA","Mid. east, North Africa","LBY",0.0169751649339881,0.0275127438216318
"MNA","Mid. east, North Africa","MAR",0.0602163178104825,0.0275127438216318
"MNA","Mid. east, North Africa","OMN",0.00420866741027246,0.0237239301700802
"MNA","Mid. east, North Africa","PSX",0.0124439692001229,0.0275127438216318
"MNA","Mid. east, North Africa","QAT",0.00628601859951557,0.0275127438216318
"MNA","Mid. east, North Africa","SAH",0.0124439692001229,0.0275127438216318
"MNA","Mid. east, North Africa","SAU",0.00880016867424419,0.0262778284101101
"MNA","Mid. east, North Africa","SYR",0.00472370106821077,0.0275127438216318
"MNA","Mid. east, North Africa","TUN",0.0216079051005896,0.0201629735718037
"MNA","Mid. east, North Africa","YEM",0.0125284249571056,0.0275127438216318
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.031286074433213
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0252853861147439
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0228342596348552
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.034172240190592
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0312832513177648
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0321348924320051
"MNA","Mid. east, North Africa",NA,0.0124439692001229,0.0275127438216318
"MNA","Turkey","TUR",0.00943897215074504,0.0355659196194569
"NAM","Canada","CAN",0.00649865576898314,0.034172240190592
"NAM","Canada",NA,0.00649865576898314,0.031286074433213
"NAM","Canada",NA,0.00649865576898314,0.0252853861147439
"NAM","Canada",NA,0.00649865576898314,0.0228342596348552
"NAM","Canada",NA,0.00649865576898314,0.034172240190592
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0312832513177648
"NAM","Canada",NA,0.00649865576898314,0.0321348924320051
"NAM","Canada",NA,0.00649865576898314,0.0275127438216318
"NAM","United States","ASM",0.007960036285169,0.0365625612666235
"NAM","United States","GUM",0.007960036285169,0.0365625612666235
"NAM","United States","MNP",0.007960036285169,0.0365625612666235
"NAM","United States","PRI",0.007960036285169,0.0365625612666235
"NAM","United States","UMI",0.007960036285169,0.0365625612666235
"NAM","United States","USA",0.007960036285169,0.0365625612666235
"NAM","United States","VIR",0.007960036285169,0.0365625612666235
"OCE","ANZ","ATC",0.00344207695026622,0.0463401410675268
"OCE","ANZ","AUS",0.00323506619639689,0.0458574167161947
"OCE","ANZ","COK",0.00344207695026622,0.0463401410675268
"OCE","ANZ","CSI",0.00344207695026622,0.0463401410675268
"OCE","ANZ","HMD",0.00344207695026622,0.0463401410675268
"OCE","ANZ","IOA",0.00344207695026622,0.0463401410675268
"OCE","ANZ","NFK",0.00344207695026622,0.0463401410675268
"OCE","ANZ","NIU",0.00344207695026622,0.0463401410675268
"OCE","ANZ","NZL",0.00364908770413555,0.0468279468825799
"OCE","Pacific islands","FJI",0.00158278244743722,0.0222061963935934
"OCE","Pacific islands","FSM",0.00289676691926809,0.0228342596348552
"OCE","Pacific islands","KIR",0.00336334381477185,0.0228342596348552
"OCE","Pacific islands","MHL",0.00336334381477185,0.0228342596348552
"OCE","Pacific islands","NRU",0.00336334381477185,0.0228342596348552
"OCE","Pacific islands","PLW",0.00266021834740619,0.0228342596348552
"OCE","Pacific islands","PNG",0.00677183571382868,0.0228342596348552
"OCE","Pacific islands","SLB",0.00637782309584203,0.0228342596348552
"OCE","Pacific islands","TON",0.00336334381477185,0.0228342596348552
"OCE","Pacific islands","TUV",0.00336334381477185,0.0228342596348552
"OCE","Pacific islands","VUT",0.00179884344826832,0.0265597910769486
"OCE","Pacific islands","WSM",0.00145513673135244,0.0201865440423386
"OCE","Pacific islands",NA,0.00336334381477185,0.031286074433213
"OCE","Pacific islands",NA,0.00336334381477185,0.0252853861147439
"OCE","Pacific islands",NA,0.00336334381477185,0.0228342596348552
"OCE","Pacific islands",NA,0.00336334381477185,0.034172240190592
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0312832513177648
"OCE","Pacific islands",NA,0.00336334381477185,0.0321348924320051
"OCE","Pacific islands",NA,0.00336334381477185,0.0275127438216318
